6,24,使いものにならないハッシュ,10,0,3,0,"しゃくとり法,素数列挙",2014-07-26T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
7,25,プライムナンバーゲーム,10,0,2,0,"深さ優先探索,メモ化再帰,ゲーム",2014-07-27T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
8,26,N言っちゃダメゲーム,10,0,2,0,"発想,動的計画法,メモ化再帰",2014-07-29T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
9,28,モンスターのレベル上げ,10,0,3,0,優先度付きキュー,2014-07-31T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
10,29,＋か×か,10,0,4,0,"動的計画法,メモ化再帰,バックトラック",2014-08-03T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
11,30,カードマッチ,10,0,2,0,包除原理,2014-08-05T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
12,34,限定された素数,25,0,3,0,素数判定,2014-08-07T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
13,37,囲みたい！,10,0,3,0,"幅優先探索,閉路検出",2014-08-10T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
14,38,最小公倍数ソート,10,0,4,0,最小公倍数,2014-08-14T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
15,39,カタログショッピング,4,0,4,0,半分全列挙,2014-08-17T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
16,42,累乗の加算,10,0,2,0,"繰り返し二乗法,フェルマーの小定理",2014-08-21T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
17,61,2つの地点に泊まりたい,25,0,3,0,"ワーシャルフロイド,全探索",2014-08-24T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
18,59,うーさー暗号,4,0,1,0,"実装,文字列処理",2014-08-26T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
19,62,ステージの選択,10,0,4,0,"union-find,幅優先探索,閉路検出,強連結成分分解",2014-08-28T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
20,64,砂漠のオアシス,4,0,3,0,"ダイクストラ法,SPFA",2014-08-31T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
21,67,平均の差,23,0,1,0,,2014-09-02T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
22,68,括弧の対応,10,0,1.5,0,文字列処理,2014-09-04T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
23,33,技の選択,25,0,3,0,動的計画法,2014-09-07T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
24,69,数当てゲーム,4,0,1,0,ゲーム,2014-09-09T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
25,70,有限小数,10,0,3,0,"約分,最大公約数,素因数分解",2014-09-11T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
26,74,シャッフルゲーム,4,0,1,0,ゲーム,2014-09-16T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
27,32,板の準備,25,0,3,0,"全探索,動的計画法",2014-09-18T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
28,9,末尾最適化,23,0,4,0,"素因数分解,貪欲法",2014-09-21T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
29,1,パワーアップ,10,0,1,0,貪欲法,2020-02-21T21:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
30,2,たこやき工場,4,0,3,0,"深さ優先探索,メモ化再帰",2014-09-25T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
31,3,悪のミックスジュース,8,0,4,0,"動的計画法,貪欲法,鳩ノ巣原理",2014-09-28T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
32,5,貯金箱の憂鬱,4,0,1,0,貪欲法,2014-09-30T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
33,6,アメーバがたくさん,25,0,3,0,範囲結合,2014-10-02T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
34,15,砂漠の行商人,4,0,3,0,"ダイクストラ法,SPFA,動的計画法",2014-10-05T23:50:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
35,4,タイパー高橋,8,0,1,0,"整数計算,文字列処理",2014-10-07T23:50:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
36,27,素数が嫌い！,20,0,2,0,素因数分解,2014-10-07T23:50:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
37,63,遊園地のアトラクション,10,0,3,0,動的計画法,2014-10-09T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
38,31,赤青白ブロック,25,0,3,0,"全探索,枝刈り,深さ優先探索,バックトラック",2014-10-12T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
39,36,桁の数字を入れ替え,25,0,2,0,全探索,2014-10-14T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
40,60,多項式の割り算,23,0,2,0,"数学,多項式",2014-10-14T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
41,40,貯金箱の溜息（EASY）,8,0,3,0,"動的計画法,座標圧縮",2014-10-16T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
42,22,貯金箱の溜息,8,0,5,0,"動的計画法,多項式補間",2014-10-16T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
43,8,野球の試合,25,0,2,0,"実装,全探索",2014-10-19T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
44,76,DPなすごろく,10,0,2,0,動的計画法,2014-10-20T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
45,78,回転寿司,10,0,2,0,動的計画法,2014-10-20T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
46,43,はじめのn歩,25,0,1,0,実装,2014-10-21T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
47,89,ポケットを叩くとビスケットが２倍,10,0,1.5,0,発想,2014-10-21T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
48,75,ロボットの操縦,4,0,1,0,場合分け,2014-10-23T22:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
49,87,算数の宿題,4,0,2,0,"構文解析,整数計算",2014-10-23T22:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
50,81,おもちゃ箱,25,0,3,0,"順列全探索,bitDP",2014-10-26T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
51,100,やる気の問題,10,0,1.5,0,実装,2014-10-28T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
52,10,よくある文字列の問題,25,0,2,0,"文字列処理,全探索,深さ優先探索",2014-10-28T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
53,80,悪の漸化式,8,0,3,0,"数学,漸化式",2014-10-30T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
54,41,Happy Hallowe'en,4,0,4,0,動的計画法,2014-10-30T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
55,83,正方形を描くだけの簡単なお仕事です。,25,10,2,0,"幾何,正方形判定,全探索",2014-11-03T00:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
56,111,消費税,25,0,1,0,算数,2014-11-04T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
57,82,ミリオンダイス,25,0,1.5,0,期待値,2014-11-04T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
58,79,イカサマなサイコロ,4,0,2,0,"確率,動的計画法,モンテカルロ法",2014-11-04T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
59,98,鉄道の旅,25,0,3,0,"BIT,セグメント木",2014-11-06T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
60,123,魔法少女,23,0,3,0,二次元Imos法,2014-11-09T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
61,113,リベリオン,23,0,3,0,シミュレーション,2014-11-09T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
62,132,リベリオン(Extra),23,0,5,0,数学,2014-11-10T02:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
63,134,ポッキーゲーム,27,0,1,0,"発想,算数",2014-11-11T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
64,119,XORフィボナッチ数列,72,0,1.5,0,"ビット演算,漸化式",2014-11-11T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
65,84,回数の期待値の練習,25,0,2,0,期待値,2014-11-13T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
66,93,輝け☆全国たこやき杯,4,0,3,0,"動的計画法,確率",2014-11-13T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
67,145,よくある棒を切る問題 (1),8,0,3,0,"二分探索,貪欲法",2014-11-16T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
68,146,よくある棒を切る問題 (2),8,0,4,0,優先度付きキュー,2014-11-16T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
69,35,文字を自由に並び替え,25,0,1,0,文字列,2014-11-18T23:20:00+09:00,"{'Total': 0, 'Solved': 0, 'FirstAcceptedTimeSecond': 0, 'FirstACSubmissionId': 0, 'ShortCodeSubmissionId': 0, 'PureShortCodeSubmissionId': 0, 'FastSubmissionId': 0}"
No,ProblemId,Title,AuthorId,TesterId,Level,ProblemType,Tags,Date,Statistics
